time,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irradiance(W/m²),solar_generation_kwh,wind_turbine_generation_kwh
2023-10-06 04:00:00,16.3,87,31,8.9,0.0,0.0,0.0
2023-10-06 05:00:00,16.2,88,14,8.9,0.0,0.0,0.0
2023-10-06 06:00:00,15.8,89,20,7.4,0.0,0.0,0.0
2023-10-06 07:00:00,15.2,90,9,6.0,0.0,0.0,0.0
2023-10-06 08:00:00,16.3,88,13,6.3,32.7,0.11,0.0
2023-10-06 09:00:00,18.5,82,21,4.8,138.9,0.48,0.0
2023-10-06 10:00:00,20.5,77,21,5.7,259.8,0.89,0.0
2023-10-06 11:00:00,22.1,64,54,12.2,352.3,1.24,0.66
2023-10-06 12:00:00,23.1,57,40,16.0,423.2,1.5,1.5
2023-10-06 13:00:00,23.5,53,82,17.9,422.3,1.51,1.5
2023-10-06 14:00:00,23.4,52,80,19.2,327.0,1.17,1.5
2023-10-06 15:00:00,23.6,51,5,19.1,276.8,0.99,1.5
2023-10-06 16:00:00,22.8,55,4,19.2,320.0,1.14,1.5
2023-10-06 17:00:00,21.9,59,0,18.4,178.4,0.63,1.5
2023-10-06 18:00:00,20.9,64,0,17.1,47.5,0.17,1.5
2023-10-06 19:00:00,19.5,71,22,17.0,0.0,0.0,1.5
2023-10-06 20:00:00,19.2,74,34,17.9,0.0,0.0,1.5
2023-10-06 21:00:00,19.1,74,34,17.6,0.0,0.0,1.5
2023-10-06 22:00:00,19.1,74,34,17.0,0.0,0.0,1.5
2023-10-06 23:00:00,19.2,75,39,16.6,0.0,0.0,1.5
2023-10-07 00:00:00,18.9,78,57,17.3,0.0,0.0,1.5
2023-10-07 01:00:00,18.2,85,39,18.9,0.0,0.0,1.5
2023-10-07 02:00:00,17.8,88,40,15.5,0.0,0.0,1.5
2023-10-07 03:00:00,17.0,91,60,16.6,0.0,0.0,1.5
2023-10-07 04:00:00,17.0,92,26,15.5,0.0,0.0,1.5
2023-10-07 05:00:00,17.3,91,55,15.1,0.0,0.0,1.5
2023-10-07 06:00:00,17.8,89,51,15.6,0.0,0.0,1.5
2023-10-07 07:00:00,17.5,89,34,14.5,0.0,0.0,1.35
2023-10-07 08:00:00,17.9,87,15,15.4,24.0,0.08,1.5
2023-10-07 09:00:00,19.5,78,4,18.5,136.7,0.47,1.5
2023-10-07 10:00:00,20.9,69,32,21.0,295.4,01.03,1.58
2023-10-07 11:00:00,21.9,62,12,20.5,354.7,1.25,1.54
2023-10-07 12:00:00,22.7,57,12,19.7,422.2,1.5,1.5
2023-10-07 13:00:00,23.2,53,14,19.1,449.5,1.6,1.5
2023-10-07 14:00:00,23.4,51,21,19.1,422.9,1.51,1.5
2023-10-07 15:00:00,23.8,50,12,19.3,423.3,1.52,1.5
2023-10-07 16:00:00,23.0,52,0,20.3,309.0,1.11,1.52
2023-10-07 17:00:00,22.1,55,0,17.2,180.0,0.64,1.5
2023-10-07 18:00:00,20.9,60,0,15.0,46.4,0.16,1.5
2023-10-07 19:00:00,19.0,66,0,12.4,0.0,0.0,0.72
2023-10-07 20:00:00,18.0,71,0,11.0,0.0,0.0,0.3
2023-10-07 21:00:00,17.2,78,0,9.3,0.0,0.0,0.0
2023-10-07 22:00:00,16.6,83,0,8.2,0.0,0.0,0.0
2023-10-07 23:00:00,15.9,86,0,7.4,0.0,0.0,0.0
2023-10-08 00:00:00,15.1,88,0,6.9,0.0,0.0,0.0
2023-10-08 01:00:00,14.5,88,0,7.1,0.0,0.0,0.0
2023-10-08 02:00:00,13.6,89,0,8.2,0.0,0.0,0.0
2023-10-08 03:00:00,13.7,92,0,8.4,0.0,0.0,0.0
2023-10-08 04:00:00,15.7,84,0,7.2,0.0,0.0,0.0
2023-10-08 05:00:00,15.4,89,0,7.6,0.0,0.0,0.0
2023-10-08 06:00:00,15.3,91,0,7.3,0.0,0.0,0.0
2023-10-08 07:00:00,16.2,90,1,6.5,0.0,0.0,0.0
2023-10-08 08:00:00,15.7,93,10,6.2,30.7,0.1,0.0
2023-10-08 09:00:00,18.4,84,18,5.2,141.3,0.48,0.0
2023-10-08 10:00:00,20.1,75,0,8.5,311.0,01.08,0.0
2023-10-08 11:00:00,21.4,65,0,13.2,450.4,1.58,0.96
2023-10-08 12:00:00,22.1,62,0,15.8,535.5,1.6,1.5
2023-10-08 13:00:00,22.3,64,0,18.6,563.3,1.6,1.5
2023-10-08 14:00:00,22.2,69,1,20.4,537.2,1.6,1.53
2023-10-08 15:00:00,22.8,65,0,19.9,455.4,1.59,1.5
2023-10-08 16:00:00,22.9,59,0,18.4,333.8,1.18,1.5
2023-10-08 17:00:00,22.3,62,2,17.7,183.2,0.64,1.5
2023-10-08 18:00:00,21.2,68,0,15.3,44.3,0.15,1.5
2023-10-08 19:00:00,20.2,74,0,12.6,0.0,0.0,0.78
2023-10-08 20:00:00,20.1,77,0,12.8,0.0,0.0,0.84
2023-10-08 21:00:00,20.4,74,0,15.0,0.0,0.0,1.5
2023-10-08 22:00:00,20.5,76,5,16.3,0.0,0.0,1.5
2023-10-08 23:00:00,20.6,72,9,15.9,0.0,0.0,1.5
2023-10-09 00:00:00,19.9,77,44,10.7,0.0,0.0,0.21
2023-10-09 01:00:00,19.4,72,16,8.4,0.0,0.0,0.0
2023-10-09 02:00:00,19.0,64,15,13.5,0.0,0.0,01.05
2023-10-09 03:00:00,18.8,84,100,30.1,0.0,0.0,2.26
2023-10-09 04:00:00,18.3,84,100,33.3,0.0,0.0,2.5
2023-10-09 05:00:00,17.9,82,44,31.8,0.0,0.0,2.39
2023-10-09 06:00:00,17.4,80,100,28.2,0.0,0.0,2.12
2023-10-09 07:00:00,17.3,74,100,27.1,0.0,0.0,02.03
2023-10-09 08:00:00,17.2,70,100,25.8,0.0,0.0,1.94
2023-10-09 09:00:00,17.4,65,100,25.4,0.0,0.0,1.9
2023-10-09 10:00:00,17.6,61,100,26.7,0.0,0.0,2.0
2023-10-09 11:00:00,17.9,55,100,27.4,9.9,0.04,02.05
2023-10-09 12:00:00,17.6,55,63,25.2,2.1,0.01,1.89
2023-10-09 13:00:00,18.2,53,100,25.5,9.1,0.03,1.91
2023-10-09 14:00:00,18.6,51,100,24.0,103.7,0.38,1.8
2023-10-09 15:00:00,18.4,50,100,21.7,67.7,0.25,1.63
2023-10-09 16:00:00,17.7,51,100,19.6,60.0,0.22,1.5
2023-10-09 17:00:00,17.2,54,79,19.4,54.1,0.2,1.5
2023-10-09 18:00:00,16.5,56,22,17.8,13.2,0.05,1.5
2023-10-09 19:00:00,15.6,60,1,14.7,0.0,0.0,1.41
2023-10-09 20:00:00,14.7,65,10,12.2,0.0,0.0,0.66
2023-10-09 21:00:00,14.1,69,28,11.4,0.0,0.0,0.42
2023-10-09 22:00:00,13.9,70,8,9.9,0.0,0.0,0.0
2023-10-09 23:00:00,13.5,72,10,8.0,0.0,0.0,0.0
2023-10-10 00:00:00,13.0,75,11,6.9,0.0,0.0,0.0
2023-10-10 01:00:00,12.8,76,11,6.8,0.0,0.0,0.0
2023-10-10 02:00:00,12.6,77,3,6.5,0.0,0.0,0.0
2023-10-10 03:00:00,12.6,79,0,6.1,0.0,0.0,0.0
2023-10-10 04:00:00,11.3,86,5,10.0,0.0,0.0,0.0
2023-10-10 05:00:00,12.1,85,4,8.2,0.0,0.0,0.0
2023-10-10 06:00:00,12.4,86,15,7.6,0.0,0.0,0.0
2023-10-10 07:00:00,15.4,76,38,4.5,0.0,0.0,0.0
2023-10-10 08:00:00,14.4,84,6,3.7,13.2,0.05,0.0
2023-10-10 09:00:00,16.6,74,58,3.6,141.0,0.5,0.0
2023-10-10 10:00:00,17.9,71,60,4.7,140.5,0.49,0.0
2023-10-10 11:00:00,19.0,66,7,9.5,222.1,0.79,0.0
2023-10-10 12:00:00,19.9,60,12,11.0,464.3,1.6,0.3
2023-10-10 13:00:00,20.8,55,71,10.2,473.5,1.6,0.06
2023-10-10 14:00:00,20.9,55,100,10.2,221.9,0.8,0.06
2023-10-10 15:00:00,22.0,44,43,10.4,93.5,0.34,0.12
2023-10-10 16:00:00,21.2,46,19,13.0,280.5,01.02,0.9
2023-10-10 17:00:00,19.6,56,29,19.7,139.2,0.5,1.5
2023-10-10 18:00:00,18.5,59,15,17.6,25.1,0.09,1.5
2023-10-10 19:00:00,17.2,63,2,15.9,0.0,0.0,1.5
2023-10-10 20:00:00,16.7,66,0,16.2,0.0,0.0,1.5
2023-10-10 21:00:00,16.5,67,4,17.6,0.0,0.0,1.5
2023-10-10 22:00:00,16.2,67,9,17.7,0.0,0.0,1.5
2023-10-10 23:00:00,15.9,67,28,16.8,0.0,0.0,1.5
2023-10-11 00:00:00,15.7,65,30,16.1,0.0,0.0,1.5
2023-10-11 01:00:00,15.5,62,29,14.3,0.0,0.0,1.29
2023-10-11 02:00:00,14.6,65,35,7.7,0.0,0.0,0.0
2023-10-11 03:00:00,15.4,65,11,14.6,0.0,0.0,1.38
2023-10-11 04:00:00,14.8,74,3,13.8,0.0,0.0,1.14
2023-10-11 05:00:00,14.4,75,8,12.5,0.0,0.0,0.75
2023-10-11 06:00:00,13.9,75,19,9.2,0.0,0.0,0.0
2023-10-11 07:00:00,14.5,70,44,13.0,0.0,0.0,0.9
2023-10-11 08:00:00,15.2,73,37,21.4,19.9,0.07,1.6
2023-10-11 09:00:00,16.0,70,37,24.2,79.7,0.28,1.82
2023-10-11 10:00:00,17.0,67,39,25.5,193.9,0.69,1.91
2023-10-11 11:00:00,18.0,62,46,28.9,217.8,0.78,2.17
2023-10-11 12:00:00,18.4,61,49,31.5,277.8,1.0,2.36
2023-10-11 13:00:00,18.5,60,97,31.7,302.2,01.09,2.38
2023-10-11 14:00:00,18.2,60,100,31.4,48.4,0.17,2.36
2023-10-11 15:00:00,19.7,49,77,29.6,72.2,0.26,2.22
2023-10-11 16:00:00,19.0,49,39,29.0,102.3,0.38,2.17
2023-10-11 17:00:00,18.3,52,53,30.8,79.6,0.29,2.31
2023-10-11 18:00:00,17.3,55,2,25.8,17.7,0.06,1.94
2023-10-11 19:00:00,16.4,57,1,19.8,0.0,0.0,1.5
2023-10-11 20:00:00,16.3,56,3,18.4,0.0,0.0,1.5
2023-10-11 21:00:00,16.7,56,2,18.6,0.0,0.0,1.5
2023-10-11 22:00:00,16.4,64,1,16.6,0.0,0.0,1.5
2023-10-11 23:00:00,16.0,64,3,13.7,0.0,0.0,1.11
2023-10-12 00:00:00,15.8,72,20,14.3,0.0,0.0,1.29
2023-10-12 01:00:00,16.0,75,6,15.0,0.0,0.0,1.5
2023-10-12 02:00:00,16.0,74,5,14.4,0.0,0.0,1.32
2023-10-12 03:00:00,15.9,74,4,13.2,0.0,0.0,0.96
2023-10-12 04:00:00,15.8,75,1,14.0,0.0,0.0,1.2
2023-10-12 05:00:00,15.6,77,1,12.0,0.0,0.0,0.6
2023-10-12 06:00:00,15.4,77,0,10.4,0.0,0.0,0.12
2023-10-12 07:00:00,14.9,76,5,8.4,0.0,0.0,0.0
2023-10-12 08:00:00,16.0,74,1,8.5,22.2,0.08,0.0
2023-10-12 09:00:00,18.2,69,1,12.3,144.9,0.51,0.69
2023-10-12 10:00:00,19.7,66,2,12.5,299.6,01.06,0.75
2023-10-12 11:00:00,21.3,56,14,14.5,409.5,1.47,1.35
2023-10-12 12:00:00,22.3,50,32,13.7,474.9,1.6,1.11
2023-10-12 13:00:00,22.6,49,12,13.6,493.5,1.6,01.08
2023-10-12 14:00:00,23.0,47,4,15.4,479.2,1.6,1.5
2023-10-12 15:00:00,22.4,57,37,18.4,413.3,1.47,1.5
2023-10-12 16:00:00,21.2,64,9,21.7,160.1,0.56,1.63
2023-10-12 17:00:00,20.1,66,0,21.3,157.8,0.56,1.6
2023-10-12 18:00:00,19.0,67,0,19.4,30.5,0.11,1.5
2023-10-12 19:00:00,17.8,73,0,16.1,0.0,0.0,1.5
2023-10-12 20:00:00,17.1,76,0,14.5,0.0,0.0,1.35
2023-10-12 21:00:00,16.5,78,1,12.0,0.0,0.0,0.6
2023-10-12 22:00:00,15.9,81,0,9.4,0.0,0.0,0.0
2023-10-12 23:00:00,15.2,85,0,7.7,0.0,0.0,0.0
2023-10-13 00:00:00,14.7,88,0,7.2,0.0,0.0,0.0
2023-10-13 01:00:00,14.4,89,0,7.3,0.0,0.0,0.0
2023-10-13 02:00:00,14.3,90,0,7.6,0.0,0.0,0.0
2023-10-13 03:00:00,13.6,91,77,5.0,0.0,0.0,0.0
2023-10-13 04:00:00,12.4,93,82,4.0,0.0,0.0,0.0
2023-10-13 05:00:00,11.8,92,79,3.4,0.0,0.0,0.0
2023-10-13 06:00:00,11.3,93,79,3.0,0.0,0.0,0.0
2023-10-13 07:00:00,11.1,93,77,1.6,0.0,0.0,0.0
2023-10-13 08:00:00,12.0,89,71,2.3,13.3,0.05,0.0
2023-10-13 09:00:00,14.1,91,64,2.3,73.5,0.25,0.0
2023-10-13 10:00:00,17.1,78,0,0.4,259.6,0.9,0.0
2023-10-13 11:00:00,18.8,70,5,4.3,421.8,1.48,0.0
2023-10-13 12:00:00,19.9,64,10,3.9,481.3,1.6,0.0
2023-10-13 13:00:00,20.6,63,2,5.8,501.5,1.6,0.0
2023-10-13 14:00:00,20.9,63,1,8.0,498.4,1.6,0.0
2023-10-13 15:00:00,21.4,54,1,8.4,421.2,1.51,0.0
2023-10-13 16:00:00,21.5,54,0,7.7,305.0,1.1,0.0
2023-10-13 17:00:00,21.3,56,0,3.9,157.8,0.56,0.0
2023-10-13 18:00:00,19.8,70,0,3.2,29.4,0.1,0.0
2023-10-13 19:00:00,17.8,73,0,6.8,0.0,0.0,0.0
2023-10-13 20:00:00,16.3,81,10,7.0,0.0,0.0,0.0
2023-10-13 21:00:00,15.8,85,30,6.2,0.0,0.0,0.0
2023-10-13 22:00:00,15.7,86,30,5.6,0.0,0.0,0.0
2023-10-13 23:00:00,15.7,85,68,5.4,0.0,0.0,0.0
2023-10-14 00:00:00,15.7,85,60,5.2,0.0,0.0,0.0
2023-10-14 01:00:00,14.9,89,60,5.8,0.0,0.0,0.0
2023-10-14 02:00:00,15.1,88,62,8.4,0.0,0.0,0.0
2023-10-14 03:00:00,15.1,89,13,8.7,0.0,0.0,0.0
2023-10-14 04:00:00,14.5,90,30,8.1,0.0,0.0,0.0
2023-10-14 05:00:00,14.8,91,26,10.0,0.0,0.0,0.0
2023-10-14 06:00:00,15.0,91,2,10.7,0.0,0.0,0.21
2023-10-14 07:00:00,15.0,91,1,10.4,0.0,0.0,0.12
2023-10-14 08:00:00,15.4,91,0,11.4,20.1,0.07,0.42
2023-10-14 09:00:00,17.4,83,0,11.0,137.8,0.47,0.3
2023-10-14 10:00:00,19.5,75,0,12.3,289.7,1.0,0.69
2023-10-14 11:00:00,21.1,64,7,14.2,417.6,1.47,1.26
2023-10-14 12:00:00,22.2,58,27,13.8,475.1,1.6,1.14
2023-10-14 13:00:00,23.0,55,19,13.5,432.0,1.54,01.05
2023-10-14 14:00:00,23.3,54,4,12.8,451.8,1.6,0.84
2023-10-14 15:00:00,23.1,48,5,17.3,396.0,1.43,1.5
2023-10-14 16:00:00,21.9,51,4,20.0,291.5,01.05,1.5
2023-10-14 17:00:00,20.5,59,1,18.8,150.2,0.54,1.5
2023-10-14 18:00:00,19.1,70,0,18.0,26.5,0.09,1.5
2023-10-14 19:00:00,17.9,77,0,15.6,0.0,0.0,1.5
2023-10-14 20:00:00,17.3,80,0,14.0,0.0,0.0,1.2
2023-10-14 21:00:00,16.8,83,0,11.7,0.0,0.0,0.51
2023-10-14 22:00:00,16.2,87,0,8.9,0.0,0.0,0.0
2023-10-14 23:00:00,15.6,89,0,7.7,0.0,0.0,0.0
2023-10-15 00:00:00,15.3,89,0,7.1,0.0,0.0,0.0
2023-10-15 01:00:00,14.8,90,0,6.4,0.0,0.0,0.0
2023-10-15 02:00:00,14.3,91,0,5.9,0.0,0.0,0.0
2023-10-15 03:00:00,13.6,94,27,5.0,0.0,0.0,0.0
2023-10-15 04:00:00,12.8,96,58,4.2,0.0,0.0,0.0
2023-10-15 05:00:00,13.0,94,73,2.1,0.0,0.0,0.0
2023-10-15 06:00:00,12.7,91,79,2.2,0.0,0.0,0.0
2023-10-15 07:00:00,12.8,92,89,1.6,0.0,0.0,0.0
2023-10-15 08:00:00,13.9,90,90,2.5,2.2,0.01,0.0
2023-10-15 09:00:00,15.0,90,90,0.8,32.2,0.11,0.0
2023-10-15 10:00:00,17.4,89,56,5.6,148.6,0.5,0.0
2023-10-15 11:00:00,19.6,74,44,10.7,357.2,1.24,0.21
2023-10-15 12:00:00,20.3,70,27,10.8,430.0,1.5,0.24
2023-10-15 13:00:00,20.6,70,4,11.3,490.3,1.6,0.39
2023-10-15 14:00:00,20.8,67,0,11.5,489.3,1.6,0.45
2023-10-15 15:00:00,21.8,65,1,11.8,413.2,1.45,0.54
2023-10-15 16:00:00,21.6,63,0,11.3,290.1,01.02,0.39
2023-10-15 17:00:00,21.1,63,0,10.7,147.9,0.52,0.21
2023-10-15 18:00:00,19.6,71,0,8.7,24.6,0.09,0.0
2023-10-15 19:00:00,17.5,85,0,5.7,0.0,0.0,0.0
2023-10-15 20:00:00,17.0,89,1,7.0,0.0,0.0,0.0
2023-10-15 21:00:00,16.7,91,2,8.2,0.0,0.0,0.0
2023-10-15 22:00:00,17.2,91,1,6.8,0.0,0.0,0.0
2023-10-15 23:00:00,17.4,90,0,6.9,0.0,0.0,0.0
2023-10-16 00:00:00,17.3,90,0,7.3,0.0,0.0,0.0
2023-10-16 01:00:00,18.2,88,4,9.0,0.0,0.0,0.0
2023-10-16 02:00:00,18.5,86,12,10.2,0.0,0.0,0.06
2023-10-16 03:00:00,18.3,86,0,15.3,0.0,0.0,1.5
2023-10-16 04:00:00,18.1,83,8,14.5,0.0,0.0,1.35
2023-10-16 05:00:00,17.9,83,14,13.7,0.0,0.0,1.11
2023-10-16 06:00:00,17.6,85,64,9.8,0.0,0.0,0.0
2023-10-16 07:00:00,17.4,87,82,6.5,0.0,0.0,0.0
2023-10-16 08:00:00,17.8,86,50,9.9,2.2,0.01,0.0
2023-10-16 09:00:00,19.0,77,48,10.7,52.0,0.18,0.21
2023-10-16 10:00:00,20.0,69,100,18.5,202.4,0.71,1.5
2023-10-16 11:00:00,17.2,77,100,28.5,43.0,0.15,2.14
2023-10-16 12:00:00,16.6,72,100,31.1,69.2,0.24,2.33
2023-10-16 13:00:00,16.0,73,100,31.4,10.1,0.04,2.36
2023-10-16 14:00:00,15.8,74,100,27.4,3.9,0.01,02.05
2023-10-16 15:00:00,15.1,79,100,20.1,3.7,0.01,1.51
2023-10-16 16:00:00,14.7,87,100,23.8,0.0,0.0,1.78
2023-10-16 17:00:00,14.1,82,61,25.1,0.0,0.0,1.88
2023-10-16 18:00:00,13.9,82,62,21.2,0.0,0.0,1.59
2023-10-16 19:00:00,13.5,87,61,18.2,0.0,0.0,1.5
2023-10-16 20:00:00,13.8,83,64,17.1,0.0,0.0,1.5
2023-10-16 21:00:00,13.8,83,77,15.5,0.0,0.0,1.5
2023-10-16 22:00:00,14.0,81,82,14.6,0.0,0.0,1.38
2023-10-16 23:00:00,14.2,80,88,14.6,0.0,0.0,1.38
2023-10-17 00:00:00,14.4,77,58,13.8,0.0,0.0,1.14
2023-10-17 01:00:00,14.0,77,55,13.2,0.0,0.0,0.96
2023-10-17 02:00:00,13.7,75,17,13.2,0.0,0.0,0.96
2023-10-17 03:00:00,14.4,69,94,18.3,0.0,0.0,1.5
2023-10-17 04:00:00,13.9,71,100,15.6,0.0,0.0,1.5
2023-10-17 05:00:00,13.9,72,96,15.3,0.0,0.0,1.5
2023-10-17 06:00:00,14.1,72,32,17.2,0.0,0.0,1.5
2023-10-17 07:00:00,13.9,73,33,17.4,0.0,0.0,1.5
2023-10-17 08:00:00,13.8,77,71,18.1,11.3,0.04,1.5
2023-10-17 09:00:00,15.3,71,51,19.5,42.4,0.15,1.5
2023-10-17 10:00:00,16.5,65,65,20.4,183.6,0.66,1.53
2023-10-17 11:00:00,17.3,61,82,23.6,196.5,0.71,1.77
2023-10-17 12:00:00,17.6,60,100,24.3,132.2,0.48,1.82
2023-10-17 13:00:00,18.1,58,100,24.8,165.1,0.6,1.86
2023-10-17 14:00:00,18.5,54,100,23.3,79.2,0.29,1.75
2023-10-17 15:00:00,19.6,44,35,17.6,34.1,0.13,1.5
2023-10-17 16:00:00,19.8,42,97,18.6,211.0,0.78,1.5
2023-10-17 17:00:00,18.0,53,35,25.7,25.3,0.09,1.93
2023-10-17 18:00:00,17.3,55,65,20.3,0.7,0.0,1.52
2023-10-17 19:00:00,16.5,59,57,18.8,0.0,0.0,1.5
2023-10-17 20:00:00,16.2,57,55,14.5,0.0,0.0,1.35
2023-10-17 21:00:00,15.8,61,88,16.3,0.0,0.0,1.5
2023-10-17 22:00:00,16.1,60,91,16.9,0.0,0.0,1.5
2023-10-17 23:00:00,16.4,59,93,16.3,0.0,0.0,1.5
2023-10-18 00:00:00,16.3,63,100,16.0,0.0,0.0,1.5
2023-10-18 01:00:00,16.2,66,100,14.7,0.0,0.0,1.41
2023-10-18 02:00:00,15.7,73,94,16.6,0.0,0.0,1.5
2023-10-18 03:00:00,15.2,72,100,9.2,0.0,0.0,0.0
2023-10-18 04:00:00,14.8,84,100,15.9,0.0,0.0,1.5
2023-10-18 05:00:00,14.6,88,100,15.7,0.0,0.0,1.5
2023-10-18 06:00:00,14.5,89,100,14.7,0.0,0.0,1.41
2023-10-18 07:00:00,14.6,89,100,16.7,0.0,0.0,1.5
2023-10-18 08:00:00,14.2,89,100,21.7,0.0,0.0,1.63
2023-10-18 09:00:00,14.4,86,66,21.9,0.0,0.0,1.64
2023-10-18 10:00:00,14.9,83,66,23.3,0.0,0.0,1.75
2023-10-18 11:00:00,15.5,79,100,21.0,6.6,0.02,1.58
2023-10-18 12:00:00,15.7,76,93,18.5,11.5,0.04,1.5
2023-10-18 13:00:00,16.1,72,94,18.8,6.0,0.02,1.5
2023-10-18 14:00:00,16.0,71,97,19.0,4.8,0.02,1.5
2023-10-18 15:00:00,17.7,64,47,20.6,1.8,0.01,1.55
2023-10-18 16:00:00,17.3,74,100,19.0,149.0,0.52,1.5
2023-10-18 17:00:00,15.9,78,28,21.3,11.1,0.04,1.6
2023-10-18 18:00:00,15.2,82,57,17.7,6.6,0.02,1.5
2023-10-18 19:00:00,14.2,87,12,16.3,0.0,0.0,1.5
2023-10-18 20:00:00,14.1,88,20,12.3,0.0,0.0,0.69
2023-10-18 21:00:00,14.0,88,27,15.1,0.0,0.0,1.5
2023-10-18 22:00:00,13.6,89,75,10.5,0.0,0.0,0.15
2023-10-18 23:00:00,14.3,86,34,11.0,0.0,0.0,0.3
2023-10-19 00:00:00,14.1,89,49,14.3,0.0,0.0,1.29
2023-10-19 01:00:00,14.2,88,22,13.7,0.0,0.0,1.11
2023-10-19 02:00:00,13.6,90,26,10.2,0.0,0.0,0.06
2023-10-19 03:00:00,14.6,90,56,12.4,0.0,0.0,0.72
2023-10-19 04:00:00,14.1,92,100,9.0,0.0,0.0,0.0
2023-10-19 05:00:00,14.1,93,100,6.8,0.0,0.0,0.0
2023-10-19 06:00:00,14.3,91,61,6.2,0.0,0.0,0.0
2023-10-19 07:00:00,13.9,92,21,6.3,0.0,0.0,0.0
2023-10-19 08:00:00,14.1,90,26,7.5,9.1,0.03,0.0
2023-10-19 09:00:00,15.7,88,24,9.2,95.6,0.33,0.0
2023-10-19 10:00:00,17.1,79,7,4.1,236.8,0.82,0.0
2023-10-19 11:00:00,18.1,73,64,5.5,365.8,1.28,0.0
2023-10-19 12:00:00,18.0,74,77,12.2,124.9,0.44,0.66
2023-10-19 13:00:00,18.2,74,100,15.5,256.6,0.9,1.5
2023-10-19 14:00:00,17.9,74,70,13.1,181.5,0.63,0.93
2023-10-19 15:00:00,18.9,70,12,8.7,205.0,0.72,0.0
2023-10-19 16:00:00,19.1,68,16,5.9,247.8,0.87,0.0
2023-10-19 17:00:00,18.5,70,30,7.2,122.7,0.43,0.0
2023-10-19 18:00:00,16.9,81,30,4.6,5.5,0.02,0.0
2023-10-19 19:00:00,15.6,88,30,6.7,0.0,0.0,0.0
2023-10-19 20:00:00,15.7,87,28,5.4,0.0,0.0,0.0
2023-10-19 21:00:00,14.9,89,22,6.8,0.0,0.0,0.0
2023-10-19 22:00:00,14.6,88,1,7.2,0.0,0.0,0.0
2023-10-19 23:00:00,15.0,88,0,6.9,0.0,0.0,0.0
2023-10-20 00:00:00,15.7,89,0,8.8,0.0,0.0,0.0
2023-10-20 01:00:00,15.9,89,0,10.3,0.0,0.0,0.09
2023-10-20 02:00:00,16.2,87,1,11.4,0.0,0.0,0.42
2023-10-20 03:00:00,16.2,82,0,19.4,0.0,0.0,1.5
2023-10-20 04:00:00,16.1,83,0,18.5,0.0,0.0,1.5
2023-10-20 05:00:00,16.3,83,0,18.1,0.0,0.0,1.5
2023-10-20 06:00:00,16.5,82,0,18.1,0.0,0.0,1.5
2023-10-20 07:00:00,16.5,80,0,20.1,0.0,0.0,1.51
2023-10-20 08:00:00,16.7,78,0,22.2,11.5,0.04,1.66
2023-10-20 09:00:00,17.6,74,0,25.0,120.5,0.42,1.88
2023-10-20 10:00:00,18.3,69,0,26.6,267.1,0.94,2.0
2023-10-20 11:00:00,19.0,66,1,26.6,390.3,1.38,2.0
2023-10-20 12:00:00,19.8,63,0,25.9,470.3,1.6,1.94
2023-10-20 13:00:00,20.5,60,0,25.1,496.1,1.6,1.88
2023-10-20 14:00:00,21.0,60,0,24.2,467.1,1.6,1.82
2023-10-20 15:00:00,21.6,62,0,24.0,385.7,1.36,1.8
2023-10-20 16:00:00,22.0,61,0,22.5,265.3,0.94,1.69
2023-10-20 17:00:00,21.9,63,0,20.0,126.4,0.44,1.5
2023-10-20 18:00:00,21.0,62,0,19.1,13.5,0.05,1.5
2023-10-20 19:00:00,20.6,66,0,20.5,0.0,0.0,1.54
2023-10-20 20:00:00,20.6,70,0,21.4,0.0,0.0,1.6
2023-10-20 21:00:00,20.5,73,0,21.4,0.0,0.0,1.6
2023-10-20 22:00:00,20.1,76,0,19.7,0.0,0.0,1.5
2023-10-20 23:00:00,19.9,77,0,20.1,0.0,0.0,1.51
2023-10-21 00:00:00,19.9,74,0,22.3,0.0,0.0,1.67
2023-10-21 01:00:00,19.8,73,0,22.6,0.0,0.0,1.7
2023-10-21 02:00:00,19.6,74,0,22.4,0.0,0.0,1.68
2023-10-21 03:00:00,19.0,80,0,19.6,0.0,0.0,1.5
2023-10-21 04:00:00,18.9,79,0,18.8,0.0,0.0,1.5
2023-10-21 05:00:00,18.9,78,1,18.6,0.0,0.0,1.5
2023-10-21 06:00:00,18.9,78,0,19.2,0.0,0.0,1.5
2023-10-21 07:00:00,18.9,77,0,19.2,0.0,0.0,1.5
2023-10-21 08:00:00,19.0,77,0,18.9,11.5,0.04,1.5
2023-10-21 09:00:00,20.2,74,0,19.4,119.7,0.41,1.5
2023-10-21 10:00:00,21.2,69,0,20.6,267.6,0.93,1.55
2023-10-21 11:00:00,21.8,66,0,20.4,391.7,1.37,1.53
2023-10-21 12:00:00,22.4,62,0,19.9,471.5,1.6,1.5
2023-10-21 13:00:00,23.0,60,0,19.2,497.1,1.6,1.5
2023-10-21 14:00:00,23.5,58,0,18.9,467.9,1.6,1.5
2023-10-21 15:00:00,23.9,56,0,18.4,387.2,1.37,1.5
2023-10-21 16:00:00,23.6,59,0,16.2,264.8,0.93,1.5
2023-10-21 17:00:00,22.9,63,0,15.0,124.2,0.44,1.5
2023-10-21 18:00:00,21.7,62,0,12.2,11.8,0.04,0.66
2023-10-21 19:00:00,20.8,64,0,10.6,0.0,0.0,0.18
